edgeid,source,target,date,value,type
601,440,1030.0,2021/1/4,1.0,Directed
602,440,12.0,2021/1/4,1.0,Directed
603,461,1029.0,2021/1/4,1.0,Directed
604,15,409.0,2021/1/15,1.0,Directed
605,809,836.0,2021/1/15,1.0,Directed
606,118,836.0,2021/1/15,1.0,Directed
607,282,724.0,2021/1/15,1.0,Directed
608,395,724.0,2021/1/15,1.0,Directed
609,461,724.0,2021/1/15,1.0,Directed
610,473,724.0,2021/1/15,1.0,Directed
611,1131,724.0,2021/1/15,1.0,Directed
612,526,724.0,2021/1/15,1.0,Directed
613,668,724.0,2021/1/15,1.0,Directed
614,214,724.0,2021/1/15,1.0,Directed
615,60,725.0,2021/1/16,1.0,Directed
616,282,725.0,2021/1/16,1.0,Directed
617,289,725.0,2021/1/16,1.0,Directed
618,1131,725.0,2021/1/16,1.0,Directed
619,631,725.0,2021/1/16,1.0,Directed
620,103,726.0,2021/1/17,1.0,Directed
621,282,726.0,2021/1/17,1.0,Directed
622,453,727.0,2021/1/17,1.0,Directed
623,461,726.0,2021/1/17,1.0,Directed
624,461,727.0,2021/1/17,1.0,Directed
625,1128,726.0,2021/1/17,1.0,Directed
626,1131,727.0,2021/1/17,1.0,Directed
627,668,726.0,2021/1/17,1.0,Directed
628,147,728.0,2021/1/23,1.0,Directed
629,461,728.0,2021/1/23,1.0,Directed
630,1128,728.0,2021/1/23,1.0,Directed
631,1129,728.0,2021/1/23,1.0,Directed
632,315,562.0,2021/1/28,1.0,Directed
633,435,562.0,2021/1/28,1.0,Directed
634,330,729.0,2021/1/30,1.0,Directed
635,461,729.0,2021/1/30,1.0,Directed
636,1129,729.0,2021/1/30,1.0,Directed
637,637,729.0,2021/1/30,1.0,Directed
638,637,587.0,2021/1/30,1.0,Directed
639,668,729.0,2021/1/30,1.0,Directed
640,146,304.0,2021/2/1,1.0,Directed
641,809,837.0,2021/2/6,1.0,Directed
642,332,837.0,2021/2/6,1.0,Directed
643,420,730.0,2021/2/16,1.0,Directed
644,461,730.0,2021/2/16,1.0,Directed
645,1129,730.0,2021/2/16,1.0,Directed
646,37,731.0,2021/2/17,1.0,Directed
647,282,731.0,2021/2/17,1.0,Directed
648,348,731.0,2021/2/17,1.0,Directed
649,461,731.0,2021/2/17,1.0,Directed
650,1131,731.0,2021/2/17,1.0,Directed
651,118,732.0,2021/2/18,1.0,Directed
652,289,732.0,2021/2/18,1.0,Directed
653,436,732.0,2021/2/18,1.0,Directed
654,461,732.0,2021/2/18,1.0,Directed
655,1129,732.0,2021/2/18,1.0,Directed
656,590,732.0,2021/2/18,1.0,Directed
657,51,342.0,2021/2/20,1.0,Directed
658,256,733.0,2021/2/28,1.0,Directed
659,314,733.0,2021/2/28,1.0,Directed
660,315,733.0,2021/2/28,1.0,Directed
661,1131,733.0,2021/2/28,1.0,Directed
662,559,733.0,2021/2/28,1.0,Directed
663,6,1031.0,2021/3/1,1.0,Directed
664,33,275.0,2021/3/1,1.0,Directed
665,713,274.0,2021/3/1,1.0,Directed
666,736,344.0,2021/3/1,1.0,Directed
667,736,25.0,2021/3/1,1.0,Directed
668,736,635.0,2021/3/1,1.0,Directed
669,311,760.0,2021/3/1,1.0,Directed
670,69,345.0,2021/3/1,1.0,Directed
671,809,838.0,2021/3/1,1.0,Directed
672,88,1031.0,2021/3/1,1.0,Directed
673,90,607.0,2021/3/1,1.0,Directed
674,118,838.0,2021/3/1,1.0,Directed
675,146,547.0,2021/3/1,1.0,Directed
676,315,607.0,2021/3/1,1.0,Directed
677,315,25.0,2021/3/1,1.0,Directed
678,315,311.0,2021/3/1,1.0,Directed
679,315,635.0,2021/3/1,1.0,Directed
680,435,274.0,2021/3/1,1.0,Directed
681,435,25.0,2021/3/1,1.0,Directed
682,435,311.0,2021/3/1,1.0,Directed
683,668,33.0,2021/3/1,1.0,Directed
684,668,69.0,2021/3/1,1.0,Directed
685,668,274.0,2021/3/1,1.0,Directed
686,811,24.0,2021/3/2,1.0,Directed
687,811,760.0,2021/3/2,1.0,Directed
688,811,767.0,2021/3/2,1.0,Directed
689,811,774.0,2021/3/2,1.0,Directed
690,811,790.0,2021/3/2,1.0,Directed
691,83,811.0,2021/3/2,1.0,Directed
692,101,811.0,2021/3/2,1.0,Directed
693,103,811.0,2021/3/2,1.0,Directed
694,110,811.0,2021/3/2,1.0,Directed
695,126,811.0,2021/3/2,1.0,Directed
696,127,811.0,2021/3/2,1.0,Directed
697,138,811.0,2021/3/2,1.0,Directed
698,811,164.0,2021/3/2,1.0,Directed
699,206,811.0,2021/3/2,1.0,Directed
700,811,212.0,2021/3/2,1.0,Directed
701,219,811.0,2021/3/2,1.0,Directed
702,811,220.0,2021/3/2,1.0,Directed
703,811,222.0,2021/3/2,1.0,Directed
704,811,235.0,2021/3/2,1.0,Directed
705,281,811.0,2021/3/2,1.0,Directed
706,811,311.0,2021/3/2,1.0,Directed
707,332,811.0,2021/3/2,1.0,Directed
708,334,811.0,2021/3/2,1.0,Directed
709,811,371.0,2021/3/2,1.0,Directed
710,811,373.0,2021/3/2,1.0,Directed
711,811,375.0,2021/3/2,1.0,Directed
712,811,376.0,2021/3/2,1.0,Directed
713,811,379.0,2021/3/2,1.0,Directed
714,811,411.0,2021/3/2,1.0,Directed
715,450,811.0,2021/3/2,1.0,Directed
716,453,811.0,2021/3/2,1.0,Directed
717,454,811.0,2021/3/2,1.0,Directed
718,461,811.0,2021/3/2,1.0,Directed
719,482,811.0,2021/3/2,1.0,Directed
720,501,811.0,2021/3/2,1.0,Directed
721,513,811.0,2021/3/2,1.0,Directed
722,513,662.0,2021/3/2,1.0,Directed
723,1130,811.0,2021/3/2,1.0,Directed
724,525,811.0,2021/3/2,1.0,Directed
725,534,811.0,2021/3/2,1.0,Directed
726,538,811.0,2021/3/2,1.0,Directed
727,549,811.0,2021/3/2,1.0,Directed
728,811,550.0,2021/3/2,1.0,Directed
729,553,811.0,2021/3/2,1.0,Directed
730,559,811.0,2021/3/2,1.0,Directed
731,572,811.0,2021/3/2,1.0,Directed
732,603,811.0,2021/3/2,1.0,Directed
733,607,811.0,2021/3/2,1.0,Directed
734,811,621.0,2021/3/2,1.0,Directed
735,811,624.0,2021/3/2,1.0,Directed
736,811,638.0,2021/3/2,1.0,Directed
737,811,644.0,2021/3/2,1.0,Directed
738,659,811.0,2021/3/2,1.0,Directed
739,662,811.0,2021/3/2,1.0,Directed
740,809,839.0,2021/3/5,1.0,Directed
741,332,839.0,2021/3/5,1.0,Directed
742,9,734.0,2021/3/7,1.0,Directed
743,282,734.0,2021/3/7,1.0,Directed
744,461,734.0,2021/3/7,1.0,Directed
745,481,734.0,2021/3/7,1.0,Directed
746,1128,734.0,2021/3/7,1.0,Directed
747,1131,734.0,2021/3/7,1.0,Directed
748,554,734.0,2021/3/7,1.0,Directed
749,668,734.0,2021/3/7,1.0,Directed
750,101,1040.0,2021/3/10,1.0,Directed
751,332,1040.0,2021/3/10,1.0,Directed
752,461,1040.0,2021/3/10,1.0,Directed
753,487,1040.0,2021/3/10,1.0,Directed
754,668,1040.0,2021/3/10,1.0,Directed
755,20,735.0,2021/3/13,1.0,Directed
756,40,735.0,2021/3/13,1.0,Directed
757,147,735.0,2021/3/13,1.0,Directed
758,461,735.0,2021/3/13,1.0,Directed
759,1129,735.0,2021/3/13,1.0,Directed
760,281,736.0,2021/3/20,1.0,Directed
761,461,736.0,2021/3/20,1.0,Directed
762,1129,736.0,2021/3/20,1.0,Directed
763,668,736.0,2021/3/20,1.0,Directed
764,146,737.0,2021/3/21,1.0,Directed
765,282,737.0,2021/3/21,1.0,Directed
766,304,737.0,2021/3/21,1.0,Directed
767,453,737.0,2021/3/21,1.0,Directed
768,461,737.0,2021/3/21,1.0,Directed
769,1131,737.0,2021/3/21,1.0,Directed
770,547,737.0,2021/3/21,1.0,Directed
771,304,547.0,2021/3/21,1.0,Directed
772,649,737.0,2021/3/21,1.0,Directed
773,668,737.0,2021/3/21,1.0,Directed
774,809,840.0,2021/3/26,1.0,Directed
775,461,840.0,2021/3/26,1.0,Directed
776,147,738.0,2021/3/27,1.0,Directed
777,332,738.0,2021/3/27,1.0,Directed
778,461,738.0,2021/3/27,1.0,Directed
779,1129,738.0,2021/3/27,1.0,Directed
780,37,739.0,2021/3/28,1.0,Directed
781,348,739.0,2021/3/28,1.0,Directed
782,461,739.0,2021/3/28,1.0,Directed
783,1131,739.0,2021/3/28,1.0,Directed
784,743,165.0,2021/4/1,1.0,Directed
785,743,311.0,2021/4/1,1.0,Directed
786,743,811.0,2021/4/1,1.0,Directed
787,743,411.0,2021/4/1,1.0,Directed
788,405,165.0,2021/4/1,1.0,Directed
789,103,740.0,2021/4/3,1.0,Directed
790,461,740.0,2021/4/3,1.0,Directed
791,1128,740.0,2021/4/3,1.0,Directed
792,668,740.0,2021/4/3,1.0,Directed
793,809,841.0,2021/4/7,1.0,Directed
794,332,841.0,2021/4/7,1.0,Directed
795,101,741.0,2021/4/8,1.0,Directed
796,146,741.0,2021/4/8,1.0,Directed
797,282,741.0,2021/4/8,1.0,Directed
798,304,741.0,2021/4/8,1.0,Directed
799,332,741.0,2021/4/8,1.0,Directed
800,461,741.0,2021/4/8,1.0,Directed
801,1131,741.0,2021/4/8,1.0,Directed
802,547,741.0,2021/4/8,1.0,Directed
803,649,741.0,2021/4/8,1.0,Directed
804,668,741.0,2021/4/8,1.0,Directed
805,281,742.0,2021/4/10,1.0,Directed
806,461,742.0,2021/4/10,1.0,Directed
807,1128,742.0,2021/4/10,1.0,Directed
808,1129,742.0,2021/4/10,1.0,Directed
809,668,742.0,2021/4/10,1.0,Directed
810,743,811.0,2021/4/11,1.0,Directed
811,147,743.0,2021/4/11,1.0,Directed
812,381,743.0,2021/4/11,1.0,Directed
813,405,743.0,2021/4/11,1.0,Directed
814,405,411.0,2021/4/11,1.0,Directed
815,1130,743.0,2021/4/11,1.0,Directed
816,1131,743.0,2021/4/11,1.0,Directed
817,535,743.0,2021/4/11,1.0,Directed
818,668,743.0,2021/4/11,1.0,Directed
819,90,545.0,2021/4/14,1.0,Directed
820,315,545.0,2021/4/14,1.0,Directed
821,315,484.0,2021/4/14,1.0,Directed
822,545,484.0,2021/4/14,1.0,Directed
823,441,744.0,2021/4/17,1.0,Directed
824,461,744.0,2021/4/17,1.0,Directed
825,1129,744.0,2021/4/17,1.0,Directed
826,558,744.0,2021/4/17,1.0,Directed
827,747,811.0,2021/4/18,1.0,Directed
828,147,745.0,2021/4/18,1.0,Directed
829,332,745.0,2021/4/18,1.0,Directed
830,461,745.0,2021/4/18,1.0,Directed
831,1129,745.0,2021/4/18,1.0,Directed
832,315,64.0,2021/4/22,1.0,Directed
833,181,746.0,2021/4/23,1.0,Directed
834,315,259.0,2021/4/23,1.0,Directed
835,320,746.0,2021/4/23,1.0,Directed
836,461,746.0,2021/4/23,1.0,Directed
837,1131,746.0,2021/4/23,1.0,Directed
838,33,747.0,2021/4/24,1.0,Directed
839,147,747.0,2021/4/24,1.0,Directed
840,275,747.0,2021/4/24,1.0,Directed
841,281,747.0,2021/4/24,1.0,Directed
842,405,747.0,2021/4/24,1.0,Directed
843,461,747.0,2021/4/24,1.0,Directed
844,515,747.0,2021/4/24,1.0,Directed
845,1130,747.0,2021/4/24,1.0,Directed
846,583,64.0,2021/4/24,1.0,Directed
847,668,747.0,2021/4/24,1.0,Directed
848,46,616.0,2021/5/1,1.0,Directed
849,46,812.0,2021/5/1,1.0,Directed
850,845,222.0,2021/5/1,1.0,Directed
851,845,487.0,2021/5/1,1.0,Directed
852,845,525.0,2021/5/1,1.0,Directed
853,811,379.0,2021/5/1,1.0,Directed
854,90,46.0,2021/5/1,1.0,Directed
855,90,379.0,2021/5/1,1.0,Directed
856,845,222.0,2021/5/1,1.0,Directed
857,845,231.0,2021/5/1,1.0,Directed
858,845,235.0,2021/5/1,1.0,Directed
859,845,334.0,2021/5/1,1.0,Directed
860,845,450.0,2021/5/1,1.0,Directed
861,845,487.0,2021/5/1,1.0,Directed
862,845,525.0,2021/5/1,1.0,Directed
863,845,553.0,2021/5/1,1.0,Directed
864,578,101.0,2021/5/1,1.0,Directed
865,169,168.0,2021/5/1,1.0,Directed
866,215,73.0,2021/5/1,1.0,Directed
867,282,482.0,2021/5/1,1.0,Directed
868,282,550.0,2021/5/1,1.0,Directed
869,315,46.0,2021/5/1,1.0,Directed
870,315,192.0,2021/5/1,1.0,Directed
871,315,231.0,2021/5/1,1.0,Directed
872,315,379.0,2021/5/1,1.0,Directed
873,315,435.0,2021/5/1,1.0,Directed
874,315,553.0,2021/5/1,1.0,Directed
875,315,583.0,2021/5/1,1.0,Directed
876,315,663.0,2021/5/1,1.0,Directed
877,335,812.0,2021/5/1,1.0,Directed
878,375,444.0,2021/5/1,1.0,Directed
879,444,534.0,2021/5/1,1.0,Directed
880,444,550.0,2021/5/1,1.0,Directed
881,444,276.0,2021/5/1,1.0,Directed
882,456,812.0,2021/5/1,1.0,Directed
883,461,812.0,2021/5/1,1.0,Directed
884,1127,192.0,2021/5/1,1.0,Directed
885,1127,460.0,2021/5/1,1.0,Directed
886,1127,583.0,2021/5/1,1.0,Directed
887,659,553.0,2021/5/1,1.0,Directed
888,668,592.0,2021/5/1,1.0,Directed
889,668,812.0,2021/5/1,1.0,Directed
890,282,748.0,2021/5/3,1.0,Directed
891,748,385.0,2021/5/3,1.0,Directed
892,461,748.0,2021/5/3,1.0,Directed
893,485,748.0,2021/5/3,1.0,Directed
894,1133,748.0,2021/5/3,1.0,Directed
895,659,485.0,2021/5/3,1.0,Directed
896,659,748.0,2021/5/3,1.0,Directed
897,64,749.0,2021/5/5,1.0,Directed
898,282,749.0,2021/5/5,1.0,Directed
899,461,749.0,2021/5/5,1.0,Directed
900,1128,749.0,2021/5/5,1.0,Directed
901,583,749.0,2021/5/5,1.0,Directed
902,752,73.0,2021/5/8,1.0,Directed
903,809,842.0,2021/5/9,1.0,Directed
904,181,751.0,2021/5/9,1.0,Directed
905,320,751.0,2021/5/9,1.0,Directed
906,332,842.0,2021/5/9,1.0,Directed
907,461,751.0,2021/5/9,1.0,Directed
908,1131,751.0,2021/5/9,1.0,Directed
909,11,430.0,2021/5/13,1.0,Directed
910,809,843.0,2021/5/13,1.0,Directed
911,430,843.0,2021/5/13,1.0,Directed
912,750,592.0,2021/5/15,1.0,Directed
913,750,433.0,2021/5/15,1.0,Directed
914,750,811.0,2021/5/15,1.0,Directed
915,813,847.0,2021/5/16,1.0,Directed
916,461,752.0,2021/5/16,1.0,Directed
917,1131,752.0,2021/5/16,1.0,Directed
918,526,752.0,2021/5/16,1.0,Directed
919,668,752.0,2021/5/16,1.0,Directed
920,752,312.0,2021/5/16,1.0,Directed
921,433,780.0,2021/5/17,1.0,Directed
922,750,811.0,2021/5/17,1.0,Directed
923,133,29.0,2021/5/17,1.0,Directed
924,274,174.0,2021/5/17,1.0,Directed
925,274,499.0,2021/5/17,1.0,Directed
926,315,433.0,2021/5/17,1.0,Directed
927,381,750.0,2021/5/17,1.0,Directed
928,405,750.0,2021/5/17,1.0,Directed
929,444,750.0,2021/5/17,1.0,Directed
930,1127,750.0,2021/5/17,1.0,Directed
931,1130,750.0,2021/5/17,1.0,Directed
932,534,750.0,2021/5/17,1.0,Directed
933,535,750.0,2021/5/17,1.0,Directed
934,750,550.0,2021/5/17,1.0,Directed
935,405,592.0,2021/5/17,1.0,Directed
936,668,750.0,2021/5/17,1.0,Directed
937,312,552.0,2021/5/18,1.0,Directed
938,312,208.0,2021/5/18,1.0,Directed
939,809,845.0,2021/5/21,1.0,Directed
940,810,845.0,2021/5/21,1.0,Directed
941,101,845.0,2021/5/21,1.0,Directed
942,668,845.0,2021/5/21,1.0,Directed
943,101,753.0,2021/5/23,1.0,Directed
944,304,753.0,2021/5/23,1.0,Directed
945,332,753.0,2021/5/23,1.0,Directed
946,461,753.0,2021/5/23,1.0,Directed
947,1131,753.0,2021/5/23,1.0,Directed
948,809,846.0,2021/5/26,1.0,Directed
949,846,126.0,2021/5/26,1.0,Directed
950,846,379.0,2021/5/26,1.0,Directed
951,846,482.0,2021/5/26,1.0,Directed
952,846,513.0,2021/5/26,1.0,Directed
953,444,846.0,2021/5/26,1.0,Directed
954,668,846.0,2021/5/26,1.0,Directed
955,809,844.0,2021/5/27,1.0,Directed
956,252,844.0,2021/5/27,1.0,Directed
957,641,844.0,2021/5/27,1.0,Directed
958,110,662.0,2021/5/27,1.0,Directed
959,461,253.0,2021/5/28,1.0,Directed
960,663,253.0,2021/5/28,1.0,Directed
961,46,847.0,2021/5/29,1.0,Directed
962,809,847.0,2021/5/29,1.0,Directed
963,461,847.0,2021/5/29,1.0,Directed
964,101,819.0,2021/5/31,1.0,Directed
965,819,138.0,2021/5/31,1.0,Directed
966,315,819.0,2021/5/31,1.0,Directed
967,332,819.0,2021/5/31,1.0,Directed
968,337,819.0,2021/5/31,1.0,Directed
969,365,819.0,2021/5/31,1.0,Directed
970,375,819.0,2021/5/31,1.0,Directed
971,819,388.0,2021/5/31,1.0,Directed
972,659,819.0,2021/5/31,1.0,Directed
973,668,819.0,2021/5/31,1.0,Directed
974,165,258.0,2021/6/1,1.0,Directed
975,165,469.0,2021/6/1,1.0,Directed
976,165,411.0,2021/6/1,1.0,Directed
977,192,1132.0,2021/6/1,1.0,Directed
978,29,754.0,2021/6/2,1.0,Directed
979,133,754.0,2021/6/2,1.0,Directed
980,461,754.0,2021/6/2,1.0,Directed
981,1128,754.0,2021/6/2,1.0,Directed
982,668,754.0,2021/6/2,1.0,Directed
983,46,936.0,2021/6/10,1.0,Directed
984,812,936.0,2021/6/10,1.0,Directed
985,192,936.0,2021/6/10,1.0,Directed
986,461,936.0,2021/6/10,1.0,Directed
987,1132,936.0,2021/6/10,1.0,Directed
988,668,936.0,2021/6/10,1.0,Directed
989,147,755.0,2021/6/12,1.0,Directed
990,165,756.0,2021/6/12,1.0,Directed
991,258,756.0,2021/6/12,1.0,Directed
992,411,258.0,2021/6/12,1.0,Directed
993,332,755.0,2021/6/12,1.0,Directed
994,334,756.0,2021/6/12,1.0,Directed
995,411,756.0,2021/6/12,1.0,Directed
996,461,755.0,2021/6/12,1.0,Directed
997,469,756.0,2021/6/12,1.0,Directed
998,411,469.0,2021/6/12,1.0,Directed
999,1129,755.0,2021/6/12,1.0,Directed
1000,1130,756.0,2021/6/12,1.0,Directed
1001,1131,756.0,2021/6/12,1.0,Directed
1002,668,756.0,2021/6/12,1.0,Directed
1003,809,848.0,2021/6/14,1.0,Directed
1004,332,848.0,2021/6/14,1.0,Directed
1005,101,757.0,2021/6/20,1.0,Directed
1006,253,757.0,2021/6/20,1.0,Directed
1007,332,757.0,2021/6/20,1.0,Directed
1008,461,757.0,2021/6/20,1.0,Directed
1009,1131,757.0,2021/6/20,1.0,Directed
1010,663,757.0,2021/6/20,1.0,Directed
1011,46,937.0,2021/6/21,1.0,Directed
1012,812,937.0,2021/6/21,1.0,Directed
1013,192,937.0,2021/6/21,1.0,Directed
1014,461,937.0,2021/6/21,1.0,Directed
1015,1132,937.0,2021/6/21,1.0,Directed
1016,668,937.0,2021/6/21,1.0,Directed
1017,0,849.0,2021/6/24,1.0,Directed
1018,809,849.0,2021/6/24,1.0,Directed
1019,9,758.0,2021/6/27,1.0,Directed
1020,282,758.0,2021/6/27,1.0,Directed
1021,461,758.0,2021/6/27,1.0,Directed
1022,481,758.0,2021/6/27,1.0,Directed
1023,1128,758.0,2021/6/27,1.0,Directed
1024,1131,758.0,2021/6/27,1.0,Directed
1025,554,758.0,2021/6/27,1.0,Directed
1026,668,758.0,2021/6/27,1.0,Directed
1027,405,403.0,2021/6/28,1.0,Directed
1028,11,850.0,2021/6/29,1.0,Directed
1029,809,850.0,2021/6/29,1.0,Directed
1030,430,850.0,2021/6/29,1.0,Directed
1031,809,851.0,2021/6/30,1.0,Directed
1032,118,851.0,2021/6/30,1.0,Directed
1033,75,8.0,2021/7/1,1.0,Directed
1034,760,83.0,2021/7/1,1.0,Directed
1035,46,1043.0,2021/7/1,1.0,Directed
1036,75,8.0,2021/7/1,1.0,Directed
1037,343,75.0,2021/7/1,1.0,Directed
1038,809,852.0,2021/7/1,1.0,Directed
1039,845,83.0,2021/7/1,1.0,Directed
1040,1028,27.0,2021/7/1,1.0,Directed
1041,1028,257.0,2021/7/1,1.0,Directed
1042,1028,278.0,2021/7/1,1.0,Directed
1043,1028,503.0,2021/7/1,1.0,Directed
1044,1028,655.0,2021/7/1,1.0,Directed
1045,1028,159.0,2021/7/1,1.0,Directed
1046,101,1047.0,2021/7/1,1.0,Directed
1047,140,529.0,2021/7/1,1.0,Directed
1048,228,658.0,2021/7/1,1.0,Directed
1049,228,122.0,2021/7/1,1.0,Directed
1050,255,228.0,2021/7/1,1.0,Directed
1051,257,524.0,2021/7/1,1.0,Directed
1052,278,8.0,2021/7/1,1.0,Directed
1053,278,75.0,2021/7/1,1.0,Directed
1054,278,343.0,2021/7/1,1.0,Directed
1055,282,503.0,2021/7/1,1.0,Directed
1056,303,852.0,2021/7/1,1.0,Directed
1057,311,667.0,2021/7/1,1.0,Directed
1058,315,91.0,2021/7/1,1.0,Directed
1059,315,470.0,2021/7/1,1.0,Directed
1060,315,503.0,2021/7/1,1.0,Directed
1061,315,670.0,2021/7/1,1.0,Directed
1062,332,1047.0,2021/7/1,1.0,Directed
1063,335,623.0,2021/7/1,1.0,Directed
1064,435,470.0,2021/7/1,1.0,Directed
1065,435,670.0,2021/7/1,1.0,Directed
1066,461,1043.0,2021/7/1,1.0,Directed
1067,461,1047.0,2021/7/1,1.0,Directed
1068,487,1047.0,2021/7/1,1.0,Directed
1069,503,408.0,2021/7/1,1.0,Directed
1070,525,1047.0,2021/7/1,1.0,Directed
1071,607,1047.0,2021/7/1,1.0,Directed
1072,616,65.0,2021/7/1,1.0,Directed
1073,623,18.0,2021/7/1,1.0,Directed
1074,632,140.0,2021/7/1,1.0,Directed
1075,635,1043.0,2021/7/1,1.0,Directed
1076,655,425.0,2021/7/1,1.0,Directed
1077,655,180.0,2021/7/1,1.0,Directed
1078,668,632.0,2021/7/1,1.0,Directed
1079,668,83.0,2021/7/1,1.0,Directed
1080,668,1043.0,2021/7/1,1.0,Directed
1081,668,1047.0,2021/7/1,1.0,Directed
1082,228,260.0,2021/7/1,1.0,Directed
1083,290,260.0,2021/7/2,1.0,Directed
1084,812,938.0,2021/7/5,1.0,Directed
1085,812,939.0,2021/7/5,1.0,Directed
1086,1041,91.0,2021/7/5,1.0,Directed
1087,147,938.0,2021/7/5,1.0,Directed
1088,147,939.0,2021/7/5,1.0,Directed
1089,192,938.0,2021/7/5,1.0,Directed
1090,192,939.0,2021/7/5,1.0,Directed
1091,461,938.0,2021/7/5,1.0,Directed
1092,461,939.0,2021/7/5,1.0,Directed
1093,461,1041.0,2021/7/5,1.0,Directed
1094,1132,938.0,2021/7/5,1.0,Directed
1095,1132,939.0,2021/7/5,1.0,Directed
1096,1041,635.0,2021/7/5,1.0,Directed
1097,668,938.0,2021/7/5,1.0,Directed
1098,668,939.0,2021/7/5,1.0,Directed
1099,668,1041.0,2021/7/5,1.0,Directed
1100,6,1028.0,2021/7/6,1.0,Directed
1101,90,1028.0,2021/7/6,1.0,Directed
1102,168,1028.0,2021/7/6,1.0,Directed
1103,461,1028.0,2021/7/6,1.0,Directed
1104,11,853.0,2021/7/10,1.0,Directed
1105,25,759.0,2021/7/10,1.0,Directed
1106,46,813.0,2021/7/10,1.0,Directed
1107,809,853.0,2021/7/10,1.0,Directed
1108,461,759.0,2021/7/10,1.0,Directed
1109,461,813.0,2021/7/10,1.0,Directed
1110,470,759.0,2021/7/10,1.0,Directed
1111,1129,759.0,2021/7/10,1.0,Directed
1112,1131,759.0,2021/7/10,1.0,Directed
1113,1134,813.0,2021/7/10,1.0,Directed
1114,562,759.0,2021/7/10,1.0,Directed
1115,668,759.0,2021/7/10,1.0,Directed
1116,668,813.0,2021/7/10,1.0,Directed
1117,811,760.0,2021/7/11,1.0,Directed
1118,311,760.0,2021/7/11,1.0,Directed
1119,461,760.0,2021/7/11,1.0,Directed
1120,1130,760.0,2021/7/11,1.0,Directed
1121,1131,760.0,2021/7/11,1.0,Directed
1122,667,760.0,2021/7/11,1.0,Directed
1123,668,760.0,2021/7/11,1.0,Directed
1124,6,191.0,2021/7/15,1.0,Directed
1125,809,854.0,2021/7/16,1.0,Directed
1126,668,854.0,2021/7/16,1.0,Directed
1127,64,761.0,2021/7/17,1.0,Directed
1128,809,761.0,2021/7/17,1.0,Directed
1129,461,761.0,2021/7/17,1.0,Directed
1130,583,761.0,2021/7/17,1.0,Directed
1131,147,762.0,2021/7/18,1.0,Directed
1132,332,762.0,2021/7/18,1.0,Directed
1133,461,762.0,2021/7/18,1.0,Directed
1134,1129,762.0,2021/7/18,1.0,Directed
1135,46,940.0,2021/7/19,1.0,Directed
1136,812,940.0,2021/7/19,1.0,Directed
1137,249,87.0,2021/7/19,1.0,Directed
1138,249,104.0,2021/7/19,1.0,Directed
1139,192,940.0,2021/7/19,1.0,Directed
1140,335,940.0,2021/7/19,1.0,Directed
1141,433,249.0,2021/7/19,1.0,Directed
1142,461,940.0,2021/7/19,1.0,Directed
1143,1132,940.0,2021/7/19,1.0,Directed
1144,668,940.0,2021/7/19,1.0,Directed
1145,46,1015.0,2021/7/24,1.0,Directed
1146,65,1015.0,2021/7/24,1.0,Directed
1147,345,382.0,2021/7/24,1.0,Directed
1148,345,0.0,2021/7/24,1.0,Directed
1149,1134,1015.0,2021/7/24,1.0,Directed
1150,646,495.0,2021/7/25,1.0,Directed
1151,18,856.0,2021/7/26,1.0,Directed
1152,809,855.0,2021/7/26,1.0,Directed
1153,809,856.0,2021/7/26,1.0,Directed
1154,128,856.0,2021/7/26,1.0,Directed
1155,332,855.0,2021/7/26,1.0,Directed
1156,1044,4.0,2021/7/30,1.0,Directed
1157,1044,5.0,2021/7/30,1.0,Directed
1158,54,1044.0,2021/7/30,1.0,Directed
1159,1044,61.0,2021/7/30,1.0,Directed
1160,83,1044.0,2021/7/30,1.0,Directed
1161,101,1044.0,2021/7/30,1.0,Directed
1162,1044,157.0,2021/7/30,1.0,Directed
1163,174,1044.0,2021/7/30,1.0,Directed
1164,197,1044.0,2021/7/30,1.0,Directed
1165,198,1044.0,2021/7/30,1.0,Directed
1166,1044,210.0,2021/7/30,1.0,Directed
1167,1044,218.0,2021/7/30,1.0,Directed
1168,1044,237.0,2021/7/30,1.0,Directed
1169,240,1044.0,2021/7/30,1.0,Directed
1170,1044,275.0,2021/7/30,1.0,Directed
1171,1044,290.0,2021/7/30,1.0,Directed
1172,1044,300.0,2021/7/30,1.0,Directed
1173,1044,310.0,2021/7/30,1.0,Directed
1174,315,1044.0,2021/7/30,1.0,Directed
1175,332,1044.0,2021/7/30,1.0,Directed
1176,334,1044.0,2021/7/30,1.0,Directed
1177,346,249.0,2021/7/30,1.0,Directed
1178,1044,392.0,2021/7/30,1.0,Directed
1179,450,1044.0,2021/7/30,1.0,Directed
1180,452,1044.0,2021/7/30,1.0,Directed
1181,461,1044.0,2021/7/30,1.0,Directed
1182,1044,478.0,2021/7/30,1.0,Directed
1183,1044,479.0,2021/7/30,1.0,Directed
1184,1044,486.0,2021/7/30,1.0,Directed
1185,1044,489.0,2021/7/30,1.0,Directed
1186,1044,499.0,2021/7/30,1.0,Directed
1187,1044,502.0,2021/7/30,1.0,Directed
1188,1044,509.0,2021/7/30,1.0,Directed
1189,1044,516.0,2021/7/30,1.0,Directed
1190,549,1044.0,2021/7/30,1.0,Directed
1191,553,1044.0,2021/7/30,1.0,Directed
1192,569,1044.0,2021/7/30,1.0,Directed
1193,578,1044.0,2021/7/30,1.0,Directed
