edgeid,source,target,date,value,type
1194,1044,579.0,2021/7/30,1.0,Directed
1195,1044,580.0,2021/7/30,1.0,Directed
1196,1044,588.0,2021/7/30,1.0,Directed
1197,606,1044.0,2021/7/30,1.0,Directed
1198,1044,612.0,2021/7/30,1.0,Directed
1199,615,1044.0,2021/7/30,1.0,Directed
1200,668,1044.0,2021/7/30,1.0,Directed
1201,674,1044.0,2021/7/30,1.0,Directed
1202,678,1044.0,2021/7/30,1.0,Directed
1203,18,1046.0,2021/8/1,1.0,Directed
1204,18,21.0,2021/8/1,1.0,Directed
1205,21,1046.0,2021/8/1,1.0,Directed
1206,33,319.0,2021/8/1,1.0,Directed
1207,33,426.0,2021/8/1,1.0,Directed
1208,33,617.0,2021/8/1,1.0,Directed
1209,44,21.0,2021/8/1,1.0,Directed
1210,18,44.0,2021/8/1,1.0,Directed
1211,1046,44.0,2021/8/1,1.0,Directed
1212,272,824.0,2021/8/1,1.0,Directed
1213,83,1046.0,2021/8/1,1.0,Directed
1214,90,255.0,2021/8/1,1.0,Directed
1215,92,602.0,2021/8/1,1.0,Directed
1216,820,122.0,2021/8/1,1.0,Directed
1217,122,290.0,2021/8/1,1.0,Directed
1218,147,1084.0,2021/8/1,1.0,Directed
1219,228,229.0,2021/8/1,1.0,Directed
1220,229,533.0,2021/8/1,1.0,Directed
1221,1046,261.0,2021/8/1,1.0,Directed
1222,272,824.0,2021/8/1,1.0,Directed
1223,820,290.0,2021/8/1,1.0,Directed
1224,297,540.0,2021/8/1,1.0,Directed
1225,1084,416.0,2021/8/1,1.0,Directed
1226,1084,654.0,2021/8/1,1.0,Directed
1227,335,44.0,2021/8/1,1.0,Directed
1228,335,200.0,2021/8/1,1.0,Directed
1229,335,531.0,2021/8/1,1.0,Directed
1230,335,1046.0,2021/8/1,1.0,Directed
1231,369,209.0,2021/8/1,1.0,Directed
1232,369,384.0,2021/8/1,1.0,Directed
1233,369,471.0,2021/8/1,1.0,Directed
1234,369,561.0,2021/8/1,1.0,Directed
1235,369,569.0,2021/8/1,1.0,Directed
1236,369,629.0,2021/8/1,1.0,Directed
1237,369,647.0,2021/8/1,1.0,Directed
1238,369,661.0,2021/8/1,1.0,Directed
1239,369,549.0,2021/8/1,1.0,Directed
1240,461,38.0,2021/8/1,1.0,Directed
1241,461,139.0,2021/8/1,1.0,Directed
1242,461,1084.0,2021/8/1,1.0,Directed
1243,461,1046.0,2021/8/1,1.0,Directed
1244,820,511.0,2021/8/1,1.0,Directed
1245,1131,824.0,2021/8/1,1.0,Directed
1246,1137,820.0,2021/8/1,1.0,Directed
1247,549,569.0,2021/8/1,1.0,Directed
1248,602,92.0,2021/8/1,1.0,Directed
1249,607,1046.0,2021/8/1,1.0,Directed
1250,623,1046.0,2021/8/1,1.0,Directed
1251,632,573.0,2021/8/1,1.0,Directed
1252,668,209.0,2021/8/1,1.0,Directed
1253,668,661.0,2021/8/1,1.0,Directed
1254,343,8.0,2021/8/2,1.0,Directed
1255,812,941.0,2021/8/2,1.0,Directed
1256,118,941.0,2021/8/2,1.0,Directed
1257,192,941.0,2021/8/2,1.0,Directed
1258,289,941.0,2021/8/2,1.0,Directed
1259,461,941.0,2021/8/2,1.0,Directed
1260,1132,941.0,2021/8/2,1.0,Directed
1261,668,941.0,2021/8/2,1.0,Directed
1262,858,2.0,2021/8/8,1.0,Directed
1263,4,2.0,2021/8/8,1.0,Directed
1264,858,3.0,2021/8/8,1.0,Directed
1265,4,3.0,2021/8/8,1.0,Directed
1266,809,857.0,2021/8/8,1.0,Directed
1267,297,1049.0,2021/8/10,1.0,Directed
1268,461,1049.0,2021/8/10,1.0,Directed
1269,1129,1049.0,2021/8/10,1.0,Directed
1270,558,1049.0,2021/8/10,1.0,Directed
1271,335,18.0,2021/8/12,1.0,Directed
1272,617,579.0,2021/8/13,1.0,Directed
1273,2,857.0,2021/8/14,1.0,Directed
1274,3,857.0,2021/8/14,1.0,Directed
1275,809,858.0,2021/8/14,1.0,Directed
1276,147,763.0,2021/8/14,1.0,Directed
1277,461,763.0,2021/8/14,1.0,Directed
1278,1129,763.0,2021/8/14,1.0,Directed
1279,670,763.0,2021/8/14,1.0,Directed
1280,809,859.0,2021/8/15,1.0,Directed
1281,297,1032.0,2021/8/15,1.0,Directed
1282,426,516.0,2021/8/15,1.0,Directed
1283,460,509.0,2021/8/15,1.0,Directed
1284,461,1032.0,2021/8/15,1.0,Directed
1285,531,197.0,2021/8/15,1.0,Directed
1286,533,500.0,2021/8/15,1.0,Directed
1287,540,859.0,2021/8/15,1.0,Directed
1288,540,1032.0,2021/8/15,1.0,Directed
1289,561,5.0,2021/8/15,1.0,Directed
1290,571,615.0,2021/8/15,1.0,Directed
1291,573,61.0,2021/8/15,1.0,Directed
1292,629,563.0,2021/8/15,1.0,Directed
1293,647,237.0,2021/8/15,1.0,Directed
1294,668,1032.0,2021/8/15,1.0,Directed
1295,812,942.0,2021/8/16,1.0,Directed
1296,192,942.0,2021/8/16,1.0,Directed
1297,461,942.0,2021/8/16,1.0,Directed
1298,1132,942.0,2021/8/16,1.0,Directed
1299,558,942.0,2021/8/16,1.0,Directed
1300,668,942.0,2021/8/16,1.0,Directed
1301,1044,384.0,2021/8/24,1.0,Directed
1302,384,316.0,2021/8/24,1.0,Directed
1303,552,431.0,2021/8/24,1.0,Directed
1304,507,59.0,2021/8/24,1.0,Directed
1305,517,59.0,2021/8/24,1.0,Directed
1306,431,59.0,2021/8/24,1.0,Directed
1307,764,0.0,2021/8/28,1.0,Directed
1308,291,0.0,2021/8/28,1.0,Directed
1309,809,860.0,2021/8/28,1.0,Directed
1310,174,860.0,2021/8/28,1.0,Directed
1311,291,764.0,2021/8/28,1.0,Directed
1312,461,764.0,2021/8/28,1.0,Directed
1313,499,860.0,2021/8/28,1.0,Directed
1314,505,764.0,2021/8/28,1.0,Directed
1315,505,291.0,2021/8/28,1.0,Directed
1316,1131,764.0,2021/8/28,1.0,Directed
1317,147,765.0,2021/8/29,1.0,Directed
1318,461,765.0,2021/8/29,1.0,Directed
1319,1128,765.0,2021/8/29,1.0,Directed
1320,1129,765.0,2021/8/29,1.0,Directed
1321,670,765.0,2021/8/29,1.0,Directed
1322,25,943.0,2021/8/30,1.0,Directed
1323,759,943.0,2021/8/30,1.0,Directed
1324,812,943.0,2021/8/30,1.0,Directed
1325,192,943.0,2021/8/30,1.0,Directed
1326,461,943.0,2021/8/30,1.0,Directed
1327,470,943.0,2021/8/30,1.0,Directed
1328,1132,943.0,2021/8/30,1.0,Directed
1329,562,943.0,2021/8/30,1.0,Directed
1330,668,943.0,2021/8/30,1.0,Directed
1331,766,666.0,2021/9/1,1.0,Directed
1332,768,270.0,2021/9/1,1.0,Directed
1333,391,768.0,2021/9/1,1.0,Directed
1334,768,539.0,2021/9/1,1.0,Directed
1335,812,354.0,2021/9/1,1.0,Directed
1336,90,364.0,2021/9/1,1.0,Directed
1337,112,202.0,2021/9/1,1.0,Directed
1338,1044,478.0,2021/9/1,1.0,Directed
1339,1044,54.0,2021/9/1,1.0,Directed
1340,1044,261.0,2021/9/1,1.0,Directed
1341,1044,489.0,2021/9/1,1.0,Directed
1342,200,218.0,2021/9/1,1.0,Directed
1343,569,209.0,2021/9/1,1.0,Directed
1344,549,209.0,2021/9/1,1.0,Directed
1345,228,112.0,2021/9/1,1.0,Directed
1346,308,669.0,2021/9/1,1.0,Directed
1347,315,364.0,2021/9/1,1.0,Directed
1348,315,309.0,2021/9/1,1.0,Directed
1349,315,541.0,2021/9/1,1.0,Directed
1350,315,648.0,2021/9/1,1.0,Directed
1351,315,666.0,2021/9/1,1.0,Directed
1352,416,92.0,2021/9/1,1.0,Directed
1353,416,602.0,2021/9/1,1.0,Directed
1354,416,114.0,2021/9/1,1.0,Directed
1355,435,309.0,2021/9/1,1.0,Directed
1356,435,541.0,2021/9/1,1.0,Directed
1357,435,648.0,2021/9/1,1.0,Directed
1358,478,489.0,2021/9/1,1.0,Directed
1359,611,47.0,2021/9/1,1.0,Directed
1360,668,478.0,2021/9/1,1.0,Directed
1361,668,261.0,2021/9/1,1.0,Directed
1362,47,514.0,2021/9/2,1.0,Directed
1363,47,143.0,2021/9/2,1.0,Directed
1364,611,143.0,2021/9/2,1.0,Directed
1365,74,96.0,2021/9/3,1.0,Directed
1366,162,74.0,2021/9/3,1.0,Directed
1367,74,1042.0,2021/9/3,1.0,Directed
1368,96,162.0,2021/9/3,1.0,Directed
1369,96,1042.0,2021/9/3,1.0,Directed
1370,162,1042.0,2021/9/3,1.0,Directed
1371,172,1042.0,2021/9/3,1.0,Directed
1372,257,1042.0,2021/9/3,1.0,Directed
1373,335,1042.0,2021/9/3,1.0,Directed
1374,435,1042.0,2021/9/3,1.0,Directed
1375,461,1042.0,2021/9/3,1.0,Directed
1376,524,1042.0,2021/9/3,1.0,Directed
1377,809,861.0,2021/9/4,1.0,Directed
1378,101,1020.0,2021/9/4,1.0,Directed
1379,1044,1020.0,2021/9/4,1.0,Directed
1380,611,1020.0,2021/9/4,1.0,Directed
1381,1044,242.0,2021/9/4,1.0,Directed
1382,242,1020.0,2021/9/4,1.0,Directed
1383,300,1020.0,2021/9/4,1.0,Directed
1384,461,1020.0,2021/9/4,1.0,Directed
1385,509,861.0,2021/9/4,1.0,Directed
1386,1135,1020.0,2021/9/4,1.0,Directed
1387,549,1020.0,2021/9/4,1.0,Directed
1388,571,1020.0,2021/9/4,1.0,Directed
1389,611,1020.0,2021/9/4,1.0,Directed
1390,615,1020.0,2021/9/4,1.0,Directed
1391,661,1020.0,2021/9/4,1.0,Directed
1392,661,242.0,2021/9/4,1.0,Directed
1393,668,1020.0,2021/9/4,1.0,Directed
1394,4,0.0,2021/9/5,1.0,Directed
1395,809,862.0,2021/9/6,1.0,Directed
1396,809,863.0,2021/9/6,1.0,Directed
1397,809,864.0,2021/9/6,1.0,Directed
1398,231,863.0,2021/9/6,1.0,Directed
1399,231,302.0,2021/9/6,1.0,Directed
1400,302,863.0,2021/9/6,1.0,Directed
1401,509,862.0,2021/9/6,1.0,Directed
1402,669,864.0,2021/9/6,1.0,Directed
1403,391,438.0,2021/9/8,1.0,Directed
1404,438,539.0,2021/9/8,1.0,Directed
1405,32,766.0,2021/9/11,1.0,Directed
1406,32,108.0,2021/9/11,1.0,Directed
1407,108,766.0,2021/9/11,1.0,Directed
1408,430,766.0,2021/9/11,1.0,Directed
1409,461,766.0,2021/9/11,1.0,Directed
1410,1131,766.0,2021/9/11,1.0,Directed
1411,668,766.0,2021/9/11,1.0,Directed
1412,27,944.0,2021/9/13,1.0,Directed
1413,780,944.0,2021/9/13,1.0,Directed
1414,812,944.0,2021/9/13,1.0,Directed
1415,92,1016.0,2021/9/13,1.0,Directed
1416,114,1016.0,2021/9/13,1.0,Directed
1417,416,1016.0,2021/9/13,1.0,Directed
1418,461,944.0,2021/9/13,1.0,Directed
1419,461,1016.0,2021/9/13,1.0,Directed
1420,1132,944.0,2021/9/13,1.0,Directed
1421,1134,1016.0,2021/9/13,1.0,Directed
1422,581,944.0,2021/9/13,1.0,Directed
1423,602,1016.0,2021/9/13,1.0,Directed
1424,92,767.0,2021/9/20,1.0,Directed
1425,114,767.0,2021/9/20,1.0,Directed
1426,147,767.0,2021/9/20,1.0,Directed
1427,416,767.0,2021/9/20,1.0,Directed
1428,461,767.0,2021/9/20,1.0,Directed
1429,1128,767.0,2021/9/20,1.0,Directed
1430,1129,767.0,2021/9/20,1.0,Directed
1431,1130,767.0,2021/9/20,1.0,Directed
1432,602,767.0,2021/9/20,1.0,Directed
1433,495,1083.0,2021/9/22,1.0,Directed
1434,495,286.0,2021/9/22,1.0,Directed
1435,768,217.0,2021/9/26,1.0,Directed
1436,270,217.0,2021/9/26,1.0,Directed
1437,330,768.0,2021/9/26,1.0,Directed
1438,438,768.0,2021/9/26,1.0,Directed
1439,461,768.0,2021/9/26,1.0,Directed
1440,1128,768.0,2021/9/26,1.0,Directed
1441,1129,768.0,2021/9/26,1.0,Directed
1442,558,768.0,2021/9/26,1.0,Directed
1443,668,768.0,2021/9/26,1.0,Directed
1444,812,945.0,2021/9/27,1.0,Directed
1445,1044,945.0,2021/9/27,1.0,Directed
1446,369,945.0,2021/9/27,1.0,Directed
1447,461,945.0,2021/9/27,1.0,Directed
1448,549,945.0,2021/9/27,1.0,Directed
1449,668,945.0,2021/9/27,1.0,Directed
1450,1044,347.0,2021/9/28,1.0,Directed
1451,809,865.0,2021/9/30,1.0,Directed
1452,332,865.0,2021/9/30,1.0,Directed
1453,456,865.0,2021/9/30,1.0,Directed
1454,0,70.0,2021/10/1,1.0,Directed
1455,46,161.0,2021/10/1,1.0,Directed
1456,69,70.0,2021/10/1,1.0,Directed
1457,69,81.0,2021/10/1,1.0,Directed
1458,809,866.0,2021/10/1,1.0,Directed
1459,191,437.0,2021/10/1,1.0,Directed
1460,315,293.0,2021/10/1,1.0,Directed
1461,381,403.0,2021/10/1,1.0,Directed
1462,403,527.0,2021/10/1,1.0,Directed
1463,433,346.0,2021/10/1,1.0,Directed
1464,511,437.0,2021/10/1,1.0,Directed
1465,461,293.0,2021/10/1,1.0,Directed
1466,461,866.0,2021/10/1,1.0,Directed
1467,405,527.0,2021/10/1,1.0,Directed
1468,535,403.0,2021/10/1,1.0,Directed
1469,658,440.0,2021/10/1,1.0,Directed
1470,668,81.0,2021/10/1,1.0,Directed
1471,1044,1021.0,2021/10/2,1.0,Directed
1472,167,1021.0,2021/10/2,1.0,Directed
1473,200,1021.0,2021/10/2,1.0,Directed
1474,218,1021.0,2021/10/2,1.0,Directed
1475,319,1021.0,2021/10/2,1.0,Directed
1476,367,1021.0,2021/10/2,1.0,Directed
1477,445,1021.0,2021/10/2,1.0,Directed
1478,489,1021.0,2021/10/2,1.0,Directed
1479,1135,1021.0,2021/10/2,1.0,Directed
1480,563,1021.0,2021/10/2,1.0,Directed
1481,588,1021.0,2021/10/2,1.0,Directed
1482,629,1021.0,2021/10/2,1.0,Directed
1483,668,1021.0,2021/10/2,1.0,Directed
1484,25,769.0,2021/10/3,1.0,Directed
1485,461,769.0,2021/10/3,1.0,Directed
1486,470,769.0,2021/10/3,1.0,Directed
1487,1129,769.0,2021/10/3,1.0,Directed
1488,1131,769.0,2021/10/3,1.0,Directed
1489,562,769.0,2021/10/3,1.0,Directed
1490,668,769.0,2021/10/3,1.0,Directed
1491,25,770.0,2021/10/5,1.0,Directed
1492,461,770.0,2021/10/5,1.0,Directed
1493,470,770.0,2021/10/5,1.0,Directed
1494,1128,770.0,2021/10/5,1.0,Directed
1495,1129,770.0,2021/10/5,1.0,Directed
1496,562,770.0,2021/10/5,1.0,Directed
1497,668,770.0,2021/10/5,1.0,Directed
1498,8,771.0,2021/10/6,1.0,Directed
1499,75,771.0,2021/10/6,1.0,Directed
1500,278,771.0,2021/10/6,1.0,Directed
1501,282,771.0,2021/10/6,1.0,Directed
1502,315,771.0,2021/10/6,1.0,Directed
1503,343,771.0,2021/10/6,1.0,Directed
1504,461,771.0,2021/10/6,1.0,Directed
1505,1131,771.0,2021/10/6,1.0,Directed
1506,668,771.0,2021/10/6,1.0,Directed
1507,811,774.0,2021/10/7,1.0,Directed
1508,91,774.0,2021/10/7,1.0,Directed
1509,1041,774.0,2021/10/7,1.0,Directed
1510,461,774.0,2021/10/7,1.0,Directed
1511,508,774.0,2021/10/7,1.0,Directed
1512,1130,774.0,2021/10/7,1.0,Directed
1513,635,774.0,2021/10/7,1.0,Directed
1514,668,774.0,2021/10/7,1.0,Directed
1515,46,946.0,2021/10/11,1.0,Directed
1516,812,946.0,2021/10/11,1.0,Directed
1517,161,946.0,2021/10/11,1.0,Directed
1518,461,946.0,2021/10/11,1.0,Directed
1519,1132,946.0,2021/10/11,1.0,Directed
1520,809,867.0,2021/10/13,1.0,Directed
1521,669,867.0,2021/10/13,1.0,Directed
1522,1042,772.0,2021/10/15,1.0,Directed
1523,1042,773.0,2021/10/15,1.0,Directed
1524,293,183.0,2021/10/15,1.0,Directed
1525,315,773.0,2021/10/15,1.0,Directed
1526,335,772.0,2021/10/15,1.0,Directed
1527,335,773.0,2021/10/15,1.0,Directed
1528,357,773.0,2021/10/15,1.0,Directed
1529,309,772.0,2021/10/15,1.0,Directed
1530,435,772.0,2021/10/15,1.0,Directed
1531,435,773.0,2021/10/15,1.0,Directed
1532,461,772.0,2021/10/15,1.0,Directed
1533,461,773.0,2021/10/15,1.0,Directed
1534,1127,772.0,2021/10/15,1.0,Directed
1535,1127,773.0,2021/10/15,1.0,Directed
1536,524,772.0,2021/10/15,1.0,Directed
1537,541,772.0,2021/10/15,1.0,Directed
1538,598,773.0,2021/10/15,1.0,Directed
1539,648,772.0,2021/10/15,1.0,Directed
1540,671,773.0,2021/10/15,1.0,Directed
1541,677,773.0,2021/10/15,1.0,Directed
1542,809,868.0,2021/10/16,1.0,Directed
1543,1044,1025.0,2021/10/16,1.0,Directed
1544,308,1025.0,2021/10/16,1.0,Directed
1545,316,1025.0,2021/10/16,1.0,Directed
1546,384,1025.0,2021/10/16,1.0,Directed
1547,408,775.0,2021/10/16,1.0,Directed
1548,426,1025.0,2021/10/16,1.0,Directed
1549,461,775.0,2021/10/16,1.0,Directed
1550,471,1025.0,2021/10/16,1.0,Directed
1551,471,643.0,2021/10/16,1.0,Directed
1552,500,1025.0,2021/10/16,1.0,Directed
1553,503,775.0,2021/10/16,1.0,Directed
1554,516,1025.0,2021/10/16,1.0,Directed
1555,1131,775.0,2021/10/16,1.0,Directed
1556,1135,1025.0,2021/10/16,1.0,Directed
1557,533,1025.0,2021/10/16,1.0,Directed
1558,553,1025.0,2021/10/16,1.0,Directed
1559,579,868.0,2021/10/16,1.0,Directed
1560,643,1025.0,2021/10/16,1.0,Directed
1561,668,775.0,2021/10/16,1.0,Directed
1562,668,1025.0,2021/10/16,1.0,Directed
1563,669,1025.0,2021/10/16,1.0,Directed
1564,15,776.0,2021/10/17,1.0,Directed
1565,101,776.0,2021/10/17,1.0,Directed
1566,409,776.0,2021/10/17,1.0,Directed
1567,461,776.0,2021/10/17,1.0,Directed
1568,1128,776.0,2021/10/17,1.0,Directed
1569,101,777.0,2021/10/21,1.0,Directed
1570,183,777.0,2021/10/21,1.0,Directed
1571,293,777.0,2021/10/21,1.0,Directed
1572,315,183.0,2021/10/21,1.0,Directed
1573,461,777.0,2021/10/21,1.0,Directed
1574,1131,777.0,2021/10/21,1.0,Directed
1575,33,1027.0,2021/10/23,1.0,Directed
1576,147,1027.0,2021/10/23,1.0,Directed
1577,461,1027.0,2021/10/23,1.0,Directed
1578,578,1027.0,2021/10/23,1.0,Directed
1579,579,1027.0,2021/10/23,1.0,Directed
1580,617,1027.0,2021/10/23,1.0,Directed
1581,668,1027.0,2021/10/23,1.0,Directed
1582,18,869.0,2021/10/24,1.0,Directed
1583,809,869.0,2021/10/24,1.0,Directed
1584,1046,869.0,2021/10/24,1.0,Directed
1585,809,870.0,2021/10/25,1.0,Directed
1586,812,947.0,2021/10/25,1.0,Directed
1587,122,947.0,2021/10/25,1.0,Directed
1588,228,947.0,2021/10/25,1.0,Directed
1589,301,870.0,2021/10/25,1.0,Directed
1590,461,947.0,2021/10/25,1.0,Directed
1591,1132,947.0,2021/10/25,1.0,Directed
1592,668,947.0,2021/10/25,1.0,Directed
1593,101,778.0,2021/10/28,1.0,Directed
1594,183,778.0,2021/10/28,1.0,Directed
1595,293,778.0,2021/10/28,1.0,Directed
1596,461,778.0,2021/10/28,1.0,Directed
1597,1131,778.0,2021/10/28,1.0,Directed
1598,0,81.0,2021/10/30,1.0,Directed
1599,0,154.0,2021/11/1,1.0,Directed
1600,50,27.0,2021/11/1,1.0,Directed
1601,27,581.0,2021/11/1,1.0,Directed
1602,707,423.0,2021/11/1,1.0,Directed
1603,707,528.0,2021/11/1,1.0,Directed
1604,791,131.0,2021/11/1,1.0,Directed
1605,50,97.0,2021/11/1,1.0,Directed
1606,50,116.0,2021/11/1,1.0,Directed
1607,81,154.0,2021/11/1,1.0,Directed
1608,87,104.0,2021/11/1,1.0,Directed
1609,97,116.0,2021/11/1,1.0,Directed
1610,116,825.0,2021/11/1,1.0,Directed
1611,243,297.0,2021/11/1,1.0,Directed
1612,315,131.0,2021/11/1,1.0,Directed
1613,335,172.0,2021/11/1,1.0,Directed
1614,346,87.0,2021/11/1,1.0,Directed
1615,346,104.0,2021/11/1,1.0,Directed
1616,812,354.0,2021/11/1,1.0,Directed
1617,433,87.0,2021/11/1,1.0,Directed
1618,461,163.0,2021/11/1,1.0,Directed
1619,1129,825.0,2021/11/1,1.0,Directed
1620,663,166.0,2021/11/1,1.0,Directed
1621,668,369.0,2021/11/1,1.0,Directed
1622,668,569.0,2021/11/1,1.0,Directed
1623,315,423.0,2021/11/4,1.0,Directed
1624,101,779.0,2021/11/5,1.0,Directed
1625,183,779.0,2021/11/5,1.0,Directed
1626,293,779.0,2021/11/5,1.0,Directed
1627,461,779.0,2021/11/5,1.0,Directed
1628,1131,779.0,2021/11/5,1.0,Directed
1629,27,780.0,2021/11/6,1.0,Directed
1630,27,1017.0,2021/11/6,1.0,Directed
1631,33,1022.0,2021/11/6,1.0,Directed
1632,61,1022.0,2021/11/6,1.0,Directed
1633,87,780.0,2021/11/6,1.0,Directed
1634,104,780.0,2021/11/6,1.0,Directed
1635,1044,1022.0,2021/11/6,1.0,Directed
1636,174,1022.0,2021/11/6,1.0,Directed
1637,219,780.0,2021/11/6,1.0,Directed
1638,237,1022.0,2021/11/6,1.0,Directed
1639,249,780.0,2021/11/6,1.0,Directed
1640,274,1022.0,2021/11/6,1.0,Directed
1641,275,1022.0,2021/11/6,1.0,Directed
1642,281,780.0,2021/11/6,1.0,Directed
1643,282,780.0,2021/11/6,1.0,Directed
1644,332,1022.0,2021/11/6,1.0,Directed
1645,346,780.0,2021/11/6,1.0,Directed
1646,433,780.0,2021/11/6,1.0,Directed
1647,461,780.0,2021/11/6,1.0,Directed
1648,461,1017.0,2021/11/6,1.0,Directed
1649,487,780.0,2021/11/6,1.0,Directed
1650,499,1022.0,2021/11/6,1.0,Directed
1651,1127,780.0,2021/11/6,1.0,Directed
1652,1131,780.0,2021/11/6,1.0,Directed
1653,1134,1017.0,2021/11/6,1.0,Directed
1654,1135,1022.0,2021/11/6,1.0,Directed
1655,573,1022.0,2021/11/6,1.0,Directed
1656,581,780.0,2021/11/6,1.0,Directed
1657,611,780.0,2021/11/6,1.0,Directed
1658,647,1022.0,2021/11/6,1.0,Directed
1659,668,780.0,2021/11/6,1.0,Directed
1660,668,1022.0,2021/11/6,1.0,Directed
1661,32,781.0,2021/11/7,1.0,Directed
1662,108,781.0,2021/11/7,1.0,Directed
1663,461,781.0,2021/11/7,1.0,Directed
1664,1131,781.0,2021/11/7,1.0,Directed
1665,668,781.0,2021/11/7,1.0,Directed
1666,812,948.0,2021/11/8,1.0,Directed
1667,1044,948.0,2021/11/8,1.0,Directed
1668,461,948.0,2021/11/8,1.0,Directed
1669,489,948.0,2021/11/8,1.0,Directed
1670,668,948.0,2021/11/8,1.0,Directed
1671,183,782.0,2021/11/11,1.0,Directed
1672,293,782.0,2021/11/11,1.0,Directed
1673,461,782.0,2021/11/11,1.0,Directed
1674,1131,782.0,2021/11/11,1.0,Directed
1675,791,950.0,2021/11/12,1.0,Directed
1676,46,950.0,2021/11/12,1.0,Directed
1677,812,950.0,2021/11/12,1.0,Directed
1678,293,950.0,2021/11/12,1.0,Directed
1679,461,950.0,2021/11/12,1.0,Directed
1680,1132,950.0,2021/11/12,1.0,Directed
1681,8,783.0,2021/11/13,1.0,Directed
1682,75,783.0,2021/11/13,1.0,Directed
1683,278,783.0,2021/11/13,1.0,Directed
1684,281,783.0,2021/11/13,1.0,Directed
1685,282,783.0,2021/11/13,1.0,Directed
1686,343,783.0,2021/11/13,1.0,Directed
1687,461,783.0,2021/11/13,1.0,Directed
1688,487,783.0,2021/11/13,1.0,Directed
1689,1131,783.0,2021/11/13,1.0,Directed
1690,87,784.0,2021/11/14,1.0,Directed
1691,183,785.0,2021/11/14,1.0,Directed
1692,249,784.0,2021/11/14,1.0,Directed
1693,282,784.0,2021/11/14,1.0,Directed
1694,293,785.0,2021/11/14,1.0,Directed
1695,461,784.0,2021/11/14,1.0,Directed
1696,461,785.0,2021/11/14,1.0,Directed
1697,1127,784.0,2021/11/14,1.0,Directed
1698,1131,785.0,2021/11/14,1.0,Directed
1699,809,871.0,2021/11/15,1.0,Directed
1700,332,871.0,2021/11/15,1.0,Directed
1701,553,871.0,2021/11/15,1.0,Directed
1702,809,872.0,2021/11/17,1.0,Directed
1703,249,872.0,2021/11/17,1.0,Directed
1704,140,1018.0,2021/11/18,1.0,Directed
1705,461,1018.0,2021/11/18,1.0,Directed
1706,1134,1018.0,2021/11/18,1.0,Directed
1707,529,1018.0,2021/11/18,1.0,Directed
1708,632,1018.0,2021/11/18,1.0,Directed
1709,668,1018.0,2021/11/18,1.0,Directed
1710,183,786.0,2021/11/19,1.0,Directed
1711,293,786.0,2021/11/19,1.0,Directed
1712,461,786.0,2021/11/19,1.0,Directed
1713,1131,786.0,2021/11/19,1.0,Directed
1714,408,787.0,2021/11/20,1.0,Directed
1715,461,787.0,2021/11/20,1.0,Directed
1716,503,787.0,2021/11/20,1.0,Directed
1717,1131,787.0,2021/11/20,1.0,Directed
1718,668,787.0,2021/11/20,1.0,Directed
1719,38,949.0,2021/11/22,1.0,Directed
1720,812,949.0,2021/11/22,1.0,Directed
1721,139,949.0,2021/11/22,1.0,Directed
1722,192,949.0,2021/11/22,1.0,Directed
1723,461,949.0,2021/11/22,1.0,Directed
1724,186,578.0,2021/11/24,1.0,Directed
1725,183,788.0,2021/11/26,1.0,Directed
1726,293,788.0,2021/11/26,1.0,Directed
1727,461,788.0,2021/11/26,1.0,Directed
1728,1131,788.0,2021/11/26,1.0,Directed
1729,281,789.0,2021/11/27,1.0,Directed
1730,461,789.0,2021/11/27,1.0,Directed
1731,1131,789.0,2021/11/27,1.0,Directed
1732,1106,412.0,2021/11/28,1.0,Directed
1733,1106,395.0,2021/11/28,1.0,Directed
1734,608,1106.0,2021/11/28,1.0,Directed
1735,395,668.0,2021/11/28,1.0,Directed
1736,1106,668.0,2021/11/28,1.0,Directed
1737,69,105.0,2021/12/1,1.0,Directed
1738,150,504.0,2021/12/1,1.0,Directed
1739,171,826.0,2021/12/1,1.0,Directed
1740,172,826.0,2021/12/1,1.0,Directed
1741,173,826.0,2021/12/1,1.0,Directed
1742,243,221.0,2021/12/1,1.0,Directed
1743,315,636.0,2021/12/1,1.0,Directed
1744,364,636.0,2021/12/1,1.0,Directed
1745,461,826.0,2021/12/1,1.0,Directed
1746,1133,826.0,2021/12/1,1.0,Directed
1747,809,873.0,2021/12/3,1.0,Directed
1748,303,873.0,2021/12/3,1.0,Directed
1749,5,1023.0,2021/12/4,1.0,Directed
1750,54,1023.0,2021/12/4,1.0,Directed
1751,1044,1023.0,2021/12/4,1.0,Directed
1752,197,1023.0,2021/12/4,1.0,Directed
1753,209,1023.0,2021/12/4,1.0,Directed
1754,460,1023.0,2021/12/4,1.0,Directed
1755,509,1023.0,2021/12/4,1.0,Directed
1756,1135,1023.0,2021/12/4,1.0,Directed
1757,531,1023.0,2021/12/4,1.0,Directed
1758,549,1023.0,2021/12/4,1.0,Directed
1759,561,1023.0,2021/12/4,1.0,Directed
1760,668,1023.0,2021/12/4,1.0,Directed
1761,811,790.0,2021/12/5,1.0,Directed
1762,334,790.0,2021/12/5,1.0,Directed
1763,403,790.0,2021/12/5,1.0,Directed
1764,405,790.0,2021/12/5,1.0,Directed
1765,1130,790.0,2021/12/5,1.0,Directed
1766,1131,790.0,2021/12/5,1.0,Directed
1767,527,790.0,2021/12/5,1.0,Directed
